ID,Tweet,Affect Dimension,Intensity Score,word
2017-En-41500,"Happy Birthday Roy Buchanan, born on this day in 1939. #roybuchanan #guitar #blues #happybrithday",sadness,0.188,happy
2017-En-41500,"Happy Birthday Roy Buchanan, born on this day in 1939. #roybuchanan #guitar #blues #happybrithday",sadness,0.188,birthday
2017-En-41500,"Happy Birthday Roy Buchanan, born on this day in 1939. #roybuchanan #guitar #blues #happybrithday",sadness,0.188,roy
2017-En-41500,"Happy Birthday Roy Buchanan, born on this day in 1939. #roybuchanan #guitar #blues #happybrithday",sadness,0.188,buchanan
2017-En-41500,"Happy Birthday Roy Buchanan, born on this day in 1939. #roybuchanan #guitar #blues #happybrithday",sadness,0.188,born
2017-En-41500,"Happy Birthday Roy Buchanan, born on this day in 1939. #roybuchanan #guitar #blues #happybrithday",sadness,0.188,day
2017-En-41500,"Happy Birthday Roy Buchanan, born on this day in 1939. #roybuchanan #guitar #blues #happybrithday",sadness,0.188,1939
2017-En-41500,"Happy Birthday Roy Buchanan, born on this day in 1939. #roybuchanan #guitar #blues #happybrithday",sadness,0.188,#roybuchanan
2017-En-41500,"Happy Birthday Roy Buchanan, born on this day in 1939. #roybuchanan #guitar #blues #happybrithday",sadness,0.188,#guitar
2017-En-41500,"Happy Birthday Roy Buchanan, born on this day in 1939. #roybuchanan #guitar #blues #happybrithday",sadness,0.188,#blues
2017-En-41500,"Happy Birthday Roy Buchanan, born on this day in 1939. #roybuchanan #guitar #blues #happybrithday",sadness,0.188,#happybrithday
2017-En-41478,Ibiza blues hitting me hard already wow,sadness,0.833,ibiza
2017-En-41478,Ibiza blues hitting me hard already wow,sadness,0.833,blues
2017-En-41478,Ibiza blues hitting me hard already wow,sadness,0.833,hitting
2017-En-41478,Ibiza blues hitting me hard already wow,sadness,0.833,hard
2017-En-41478,Ibiza blues hitting me hard already wow,sadness,0.833,wow
2017-En-40483,Awareness of time is awareness of time lost. #awareness #time,sadness,0.417,awareness
2017-En-40483,Awareness of time is awareness of time lost. #awareness #time,sadness,0.417,time
2017-En-40483,Awareness of time is awareness of time lost. #awareness #time,sadness,0.417,awareness
2017-En-40483,Awareness of time is awareness of time lost. #awareness #time,sadness,0.417,time
2017-En-40483,Awareness of time is awareness of time lost. #awareness #time,sadness,0.417,lost
2017-En-40483,Awareness of time is awareness of time lost. #awareness #time,sadness,0.417,#awareness
2017-En-40483,Awareness of time is awareness of time lost. #awareness #time,sadness,0.417,#time
2017-En-40529,No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow,sadness,0.396,episode
2017-En-40529,No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow,sadness,0.396,whilst
2017-En-40529,No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow,sadness,0.396,editing
2017-En-40529,No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow,sadness,0.396,power
2017-En-40529,No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow,sadness,0.396,outage
2017-En-40529,No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow,sadness,0.396,rebuildtomorrow
2017-En-40529,No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow,sadness,0.396,#podcast
2017-En-40529,No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow,sadness,0.396,#lost
2017-En-40529,No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow,sadness,0.396,#editing
2017-En-40529,No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow,sadness,0.396,#fail
2017-En-40529,No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow,sadness,0.396,#tomorrow
2017-En-40540,@RossKemp great programme tonight  #upsetting #extremeworld,sadness,0.375,@rosskemp
2017-En-40540,@RossKemp great programme tonight  #upsetting #extremeworld,sadness,0.375,programme
2017-En-40540,@RossKemp great programme tonight  #upsetting #extremeworld,sadness,0.375,tonight
2017-En-40540,@RossKemp great programme tonight  #upsetting #extremeworld,sadness,0.375,#upsetting
2017-En-40540,@RossKemp great programme tonight  #upsetting #extremeworld,sadness,0.375,#extremeworld
2017-En-40988,"Most days, I don't know what my heart beats for. #depression",sadness,0.854,days
2017-En-40988,"Most days, I don't know what my heart beats for. #depression",sadness,0.854,dont
2017-En-40988,"Most days, I don't know what my heart beats for. #depression",sadness,0.854,heart
2017-En-40988,"Most days, I don't know what my heart beats for. #depression",sadness,0.854,beats
2017-En-40988,"Most days, I don't know what my heart beats for. #depression",sadness,0.854,#depression
2017-En-40405,Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.,sadness,0.479,bare
2017-En-40405,Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.,sadness,0.479,videos
2017-En-40405,Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.,sadness,0.479,online
2017-En-40405,Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.,sadness,0.479,rehabilitated
2017-En-40405,Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.,sadness,0.479,affliction
2017-En-40405,Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.,sadness,0.479,jut
2017-En-40405,Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.,sadness,0.479,twitter
2017-En-40405,Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.,sadness,0.479,videos
2017-En-40960,"You can tell the camp isn't happy purely through Bojan and Muni.\n\nBoth normally fab guys, yet completely dejected. Something isn't right..",sadness,0.623,camp
2017-En-40960,"You can tell the camp isn't happy purely through Bojan and Muni.\n\nBoth normally fab guys, yet completely dejected. Something isn't right..",sadness,0.623,isnt
2017-En-40960,"You can tell the camp isn't happy purely through Bojan and Muni.\n\nBoth normally fab guys, yet completely dejected. Something isn't right..",sadness,0.623,happy
2017-En-40960,"You can tell the camp isn't happy purely through Bojan and Muni.\n\nBoth normally fab guys, yet completely dejected. Something isn't right..",sadness,0.623,purely
2017-En-40960,"You can tell the camp isn't happy purely through Bojan and Muni.\n\nBoth normally fab guys, yet completely dejected. Something isn't right..",sadness,0.623,bojan
2017-En-40960,"You can tell the camp isn't happy purely through Bojan and Muni.\n\nBoth normally fab guys, yet completely dejected. Something isn't right..",sadness,0.623,muninnboth
2017-En-40960,"You can tell the camp isn't happy purely through Bojan and Muni.\n\nBoth normally fab guys, yet completely dejected. Something isn't right..",sadness,0.623,fab
2017-En-40960,"You can tell the camp isn't happy purely through Bojan and Muni.\n\nBoth normally fab guys, yet completely dejected. Something isn't right..",sadness,0.623,guys
2017-En-40960,"You can tell the camp isn't happy purely through Bojan and Muni.\n\nBoth normally fab guys, yet completely dejected. Something isn't right..",sadness,0.623,completely
2017-En-40960,"You can tell the camp isn't happy purely through Bojan and Muni.\n\nBoth normally fab guys, yet completely dejected. Something isn't right..",sadness,0.623,dejected
2017-En-40960,"You can tell the camp isn't happy purely through Bojan and Muni.\n\nBoth normally fab guys, yet completely dejected. Something isn't right..",sadness,0.623,isnt
2017-En-40671,Bill Clinton: 'Do not grow weary of doing good.' @ClintonGlobal #CGI2016,sadness,0.275,bill
2017-En-40671,Bill Clinton: 'Do not grow weary of doing good.' @ClintonGlobal #CGI2016,sadness,0.275,clinton
2017-En-40671,Bill Clinton: 'Do not grow weary of doing good.' @ClintonGlobal #CGI2016,sadness,0.275,grow
2017-En-40671,Bill Clinton: 'Do not grow weary of doing good.' @ClintonGlobal #CGI2016,sadness,0.275,weary
2017-En-40671,Bill Clinton: 'Do not grow weary of doing good.' @ClintonGlobal #CGI2016,sadness,0.275,@clintonglobal
2017-En-40671,Bill Clinton: 'Do not grow weary of doing good.' @ClintonGlobal #CGI2016,sadness,0.275,#cgi2016
2017-En-40445,@BBCSport too dull for the UK.,sadness,0.438,@bbcsport
2017-En-40445,@BBCSport too dull for the UK.,sadness,0.438,dull
2017-En-40445,@BBCSport too dull for the UK.,sadness,0.438,uk
2017-En-40633,#sober life,sadness,0.312,#sober
2017-En-40633,#sober life,sadness,0.312,life
2017-En-40168,I haven't watched my favorite youtubers in months and it's honestly made my depression so much worse,sadness,0.667,havent
2017-En-40168,I haven't watched my favorite youtubers in months and it's honestly made my depression so much worse,sadness,0.667,watched
2017-En-40168,I haven't watched my favorite youtubers in months and it's honestly made my depression so much worse,sadness,0.667,favorite
2017-En-40168,I haven't watched my favorite youtubers in months and it's honestly made my depression so much worse,sadness,0.667,youtubers
2017-En-40168,I haven't watched my favorite youtubers in months and it's honestly made my depression so much worse,sadness,0.667,months
2017-En-40168,I haven't watched my favorite youtubers in months and it's honestly made my depression so much worse,sadness,0.667,honestly
2017-En-40168,I haven't watched my favorite youtubers in months and it's honestly made my depression so much worse,sadness,0.667,depression
2017-En-40168,I haven't watched my favorite youtubers in months and it's honestly made my depression so much worse,sadness,0.667,worse
2017-En-40970,@Mets @JdeGrom19 I'm depress now,sadness,0.708,@mets
2017-En-40970,@Mets @JdeGrom19 I'm depress now,sadness,0.708,@jdegrom19
2017-En-40970,@Mets @JdeGrom19 I'm depress now,sadness,0.708,im
2017-En-40970,@Mets @JdeGrom19 I'm depress now,sadness,0.708,depress
2017-En-20568,"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶",sadness,0.604,sadness
2017-En-20568,"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶",sadness,0.604,leaves
2017-En-20568,"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶",sadness,0.604,broken
2017-En-20568,"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶",sadness,0.604,bed
2017-En-20568,"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶",sadness,0.604,hold
2017-En-20568,"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶",sadness,0.604,depths
2017-En-20568,"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶",sadness,0.604,despair
2017-En-20568,"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶",sadness,0.604,love
2017-En-20568,"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶",sadness,0.604,🎶
2017-En-40913,John and his 'magic box' #lost,sadness,0.229,john
2017-En-40913,John and his 'magic box' #lost,sadness,0.229,magic
2017-En-40913,John and his 'magic box' #lost,sadness,0.229,box
2017-En-40913,John and his 'magic box' #lost,sadness,0.229,#lost
2017-En-40682,it didn't impress me but it didn't depress me',sadness,0.271,didnt
2017-En-40682,it didn't impress me but it didn't depress me',sadness,0.271,impress
2017-En-40682,it didn't impress me but it didn't depress me',sadness,0.271,didnt
2017-En-40682,it didn't impress me but it didn't depress me',sadness,0.271,depress
2017-En-40703,"@petercoffin So safe blues are ok. Are reds ok as well? Obviously, battleground states would not.",sadness,0.263,@petercoffin
2017-En-40703,"@petercoffin So safe blues are ok. Are reds ok as well? Obviously, battleground states would not.",sadness,0.263,safe
2017-En-40703,"@petercoffin So safe blues are ok. Are reds ok as well? Obviously, battleground states would not.",sadness,0.263,blues
2017-En-40703,"@petercoffin So safe blues are ok. Are reds ok as well? Obviously, battleground states would not.",sadness,0.263,reds
2017-En-40703,"@petercoffin So safe blues are ok. Are reds ok as well? Obviously, battleground states would not.",sadness,0.263,battleground
2017-En-41383,So grim being up at 6,sadness,0.75,grim
2017-En-41383,So grim being up at 6,sadness,0.75,6
2017-En-40083,@KingJames @chrisbosh\n To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet,sadness,0.75,@kingjames
2017-En-40083,@KingJames @chrisbosh\n To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet,sadness,0.75,@chrisboshn
2017-En-40083,@KingJames @chrisbosh\n To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet,sadness,0.75,hearts
2017-En-40083,@KingJames @chrisbosh\n To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet,sadness,0.75,lost
2017-En-40083,@KingJames @chrisbosh\n To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet,sadness,0.75,job
2017-En-40083,@KingJames @chrisbosh\n To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet,sadness,0.75,im
2017-En-40083,@KingJames @chrisbosh\n To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet,sadness,0.75,responsible
2017-En-40083,@KingJames @chrisbosh\n To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet,sadness,0.75,2
2017-En-40083,@KingJames @chrisbosh\n To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet,sadness,0.75,families
2017-En-40083,@KingJames @chrisbosh\n To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet,sadness,0.75,information
2017-En-40083,@KingJames @chrisbosh\n To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet,sadness,0.75,profile
2017-En-40083,@KingJames @chrisbosh\n To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet,sadness,0.75,dollar
2017-En-40083,@KingJames @chrisbosh\n To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet,sadness,0.75,retweet
2017-En-40453,Cheap pout my brodcast,sadness,0.438,cheap
2017-En-40453,Cheap pout my brodcast,sadness,0.438,pout
2017-En-40453,Cheap pout my brodcast,sadness,0.438,brodcast
2017-En-40614,I wanna see you smile I don't wanna see you make a frown,sadness,0.333,wanna
2017-En-40614,I wanna see you smile I don't wanna see you make a frown,sadness,0.333,smile
2017-En-40614,I wanna see you smile I don't wanna see you make a frown,sadness,0.333,dont
2017-En-40614,I wanna see you smile I don't wanna see you make a frown,sadness,0.333,wanna
2017-En-40614,I wanna see you smile I don't wanna see you make a frown,sadness,0.333,frown
2017-En-40190,Liam is too distant makes me mourn 😪,sadness,0.646,liam
2017-En-40190,Liam is too distant makes me mourn 😪,sadness,0.646,distant
2017-En-40190,Liam is too distant makes me mourn 😪,sadness,0.646,makes
2017-En-40190,Liam is too distant makes me mourn 😪,sadness,0.646,mourn
2017-En-40190,Liam is too distant makes me mourn 😪,sadness,0.646,😪
2017-En-41087,"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️",sadness,0.625,airport
2017-En-41087,"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️",sadness,0.625,depressing
2017-En-41087,"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️",sadness,0.625,watching
2017-En-41087,"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️",sadness,0.625,loved
2017-En-41087,"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️",sadness,0.625,couples
2017-En-41087,"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️",sadness,0.625,cute
2017-En-41087,"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️",sadness,0.625,people
2017-En-41087,"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️",sadness,0.625,coming
2017-En-41087,"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️",sadness,0.625,holidaytoo
2017-En-41087,"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️",sadness,0.625,cutehurry
2017-En-41087,"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️",sadness,0.625,november
2017-En-41087,"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️",sadness,0.625,✈️
2017-En-40245,@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,sadness,0.604,@newyorker
2017-En-40245,@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,sadness,0.604,@donlemon
2017-En-40245,@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,sadness,0.604,trump
2017-En-40245,@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,sadness,0.604,presidencya
2017-En-40245,@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,sadness,0.604,dark
2017-En-40245,@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,sadness,0.604,age
2017-En-40245,@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,sadness,0.604,usa
2017-En-40245,@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,sadness,0.604,world
2017-En-40245,@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,sadness,0.604,war
2017-En-40245,@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,sadness,0.604,short
2017-En-40245,@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,sadness,0.604,amp
2017-En-40245,@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,sadness,0.604,term
2017-En-40245,@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,sadness,0.604,pain
2017-En-40169,"@midnight #EndTrumpweek please, it's #depressing me.",sadness,0.667,@midnight
2017-En-40169,"@midnight #EndTrumpweek please, it's #depressing me.",sadness,0.667,#endtrumpweek
2017-En-40169,"@midnight #EndTrumpweek please, it's #depressing me.",sadness,0.667,#depressing
2017-En-41337,SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues,sadness,0.292,srvs
2017-En-41337,SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues,sadness,0.292,voodoo
2017-En-41337,SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues,sadness,0.292,child
2017-En-41337,SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues,sadness,0.292,approximately
2017-En-41337,SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues,sadness,0.292,76
2017-En-41337,SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues,sadness,0.292,times
2017-En-41337,SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues,sadness,0.292,jimis
2017-En-41337,SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues,sadness,0.292,#guitar
2017-En-41337,SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues,sadness,0.292,#music
2017-En-41337,SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues,sadness,0.292,#blues
2017-En-41139,my bls depress the blake,sadness,0.585,bls
2017-En-41139,my bls depress the blake,sadness,0.585,depress
2017-En-41139,my bls depress the blake,sadness,0.585,blake
2017-En-40167,I'm honestly upset that they rewarded Nicole 500k. #depressing #paulwasrobbed #rewardhardwork #bitterjury #bb18,sadness,0.667,im
2017-En-40167,I'm honestly upset that they rewarded Nicole 500k. #depressing #paulwasrobbed #rewardhardwork #bitterjury #bb18,sadness,0.667,honestly
2017-En-40167,I'm honestly upset that they rewarded Nicole 500k. #depressing #paulwasrobbed #rewardhardwork #bitterjury #bb18,sadness,0.667,upset
2017-En-40167,I'm honestly upset that they rewarded Nicole 500k. #depressing #paulwasrobbed #rewardhardwork #bitterjury #bb18,sadness,0.667,rewarded
2017-En-40167,I'm honestly upset that they rewarded Nicole 500k. #depressing #paulwasrobbed #rewardhardwork #bitterjury #bb18,sadness,0.667,nicole
2017-En-40167,I'm honestly upset that they rewarded Nicole 500k. #depressing #paulwasrobbed #rewardhardwork #bitterjury #bb18,sadness,0.667,500k
2017-En-40167,I'm honestly upset that they rewarded Nicole 500k. #depressing #paulwasrobbed #rewardhardwork #bitterjury #bb18,sadness,0.667,#depressing
2017-En-40167,I'm honestly upset that they rewarded Nicole 500k. #depressing #paulwasrobbed #rewardhardwork #bitterjury #bb18,sadness,0.667,#paulwasrobbed
2017-En-40167,I'm honestly upset that they rewarded Nicole 500k. #depressing #paulwasrobbed #rewardhardwork #bitterjury #bb18,sadness,0.667,#rewardhardwork
2017-En-40167,I'm honestly upset that they rewarded Nicole 500k. #depressing #paulwasrobbed #rewardhardwork #bitterjury #bb18,sadness,0.667,#bitterjury
2017-En-40167,I'm honestly upset that they rewarded Nicole 500k. #depressing #paulwasrobbed #rewardhardwork #bitterjury #bb18,sadness,0.667,#bb18
2017-En-40818,If I had a little bit of extra money I would blow the whole paycheck and go to one of the two of @KygoMusic's concerts in LA. #serious,sadness,0.167,bit
2017-En-40818,If I had a little bit of extra money I would blow the whole paycheck and go to one of the two of @KygoMusic's concerts in LA. #serious,sadness,0.167,extra
2017-En-40818,If I had a little bit of extra money I would blow the whole paycheck and go to one of the two of @KygoMusic's concerts in LA. #serious,sadness,0.167,money
2017-En-40818,If I had a little bit of extra money I would blow the whole paycheck and go to one of the two of @KygoMusic's concerts in LA. #serious,sadness,0.167,blow
2017-En-40818,If I had a little bit of extra money I would blow the whole paycheck and go to one of the two of @KygoMusic's concerts in LA. #serious,sadness,0.167,paycheck
2017-En-40818,If I had a little bit of extra money I would blow the whole paycheck and go to one of the two of @KygoMusic's concerts in LA. #serious,sadness,0.167,@kygomusics
2017-En-40818,If I had a little bit of extra money I would blow the whole paycheck and go to one of the two of @KygoMusic's concerts in LA. #serious,sadness,0.167,concerts
2017-En-40818,If I had a little bit of extra money I would blow the whole paycheck and go to one of the two of @KygoMusic's concerts in LA. #serious,sadness,0.167,la
2017-En-40818,If I had a little bit of extra money I would blow the whole paycheck and go to one of the two of @KygoMusic's concerts in LA. #serious,sadness,0.167,#serious
2017-En-41372,I can't even celebrate my wins or mourn my L's cause first test week is that busy 😕,sadness,0.75,celebrate
2017-En-41372,I can't even celebrate my wins or mourn my L's cause first test week is that busy 😕,sadness,0.75,wins
